,example_index,split
7881,7881,test
7882,7882,test
7883,7883,train
7884,7884,train
7885,7885,test
7886,7886,train
7887,7887,train
7888,7888,train
7889,7889,train
7890,7890,train
7891,7891,train
7892,7892,test
7893,7893,test
7894,7894,valid
7895,7895,train
7896,7896,train
7897,7897,train
7898,7898,train
7899,7899,train
7900,7900,train
7901,7901,train
7902,7902,train
7903,7903,valid
7904,7904,train
7905,7905,valid
7906,7906,valid
7907,7907,valid
7908,7908,valid
7909,7909,train
7910,7910,train
7911,7911,train
7912,7912,train
7913,7913,train
7914,7914,train
7915,7915,train
7916,7916,test
7917,7917,train
7918,7918,train
7919,7919,train
7920,7920,train
7921,7921,train
7922,7922,train
7923,7923,train
7924,7924,train
7925,7925,test
7926,7926,valid
7927,7927,train
7928,7928,train
7929,7929,valid
7930,7930,train
7931,7931,train
7932,7932,train
7933,7933,train
7934,7934,train
7935,7935,train
7936,7936,test
7937,7937,train
7938,7938,train
7939,7939,train
7940,7940,train
7941,7941,train
7942,7942,train
7943,7943,train
7944,7944,train
7945,7945,train
7946,7946,train
7947,7947,train
7948,7948,train
7949,7949,valid
7950,7950,train
7951,7951,train
7952,7952,train
7953,7953,train
7954,7954,train
7955,7955,valid
7956,7956,train
7957,7957,train
7958,7958,train
7959,7959,train
7960,7960,valid
7961,7961,train
7962,7962,train
7963,7963,valid
7964,7964,train
7965,7965,train
7966,7966,train
7967,7967,test
7968,7968,train
7969,7969,valid
7970,7970,train
7971,7971,train
7972,7972,test
7973,7973,train
7974,7974,train
7975,7975,train
7976,7976,train
7977,7977,test
7978,7978,train
7979,7979,train
7980,7980,test
7981,7981,train
7982,7982,test
7983,7983,train
7984,7984,train
7985,7985,train
7986,7986,train
7987,7987,train
7988,7988,train
7989,7989,valid
7990,7990,train
7991,7991,train
7992,7992,test
7993,7993,train
7994,7994,train
7995,7995,valid
7996,7996,train
7997,7997,train
7998,7998,valid
7999,7999,train
8000,8000,train
8001,8001,train
8002,8002,train
8003,8003,train
8004,8004,train
8005,8005,train
8006,8006,valid
8007,8007,train
8008,8008,train
8009,8009,train
8010,8010,test
8011,8011,train
8012,8012,train
8013,8013,train
8014,8014,train
8015,8015,train
8016,8016,train
8017,8017,train
8018,8018,test
8019,8019,train
8020,8020,train
8021,8021,test
8022,8022,train
8023,8023,train
8024,8024,valid
8025,8025,train
8026,8026,train
8027,8027,train
8028,8028,train
8029,8029,train
8030,8030,valid
8031,8031,train
8032,8032,train
8033,8033,train
8034,8034,train
8035,8035,train
8036,8036,train
8037,8037,train
8038,8038,train
8039,8039,train
8040,8040,train
8041,8041,train
8042,8042,train
8043,8043,train
8044,8044,valid
8045,8045,train
8046,8046,test
8047,8047,train
8048,8048,train
8049,8049,test
8050,8050,train
8051,8051,train
8052,8052,train
8053,8053,train
8054,8054,train
8055,8055,train
8056,8056,train
8057,8057,train
8058,8058,train
8059,8059,train
8060,8060,train
8061,8061,train
8062,8062,train
8063,8063,train
8064,8064,train
8065,8065,valid
8066,8066,train
8067,8067,train
8068,8068,train
8069,8069,train
8070,8070,train
8071,8071,test
8072,8072,train
8073,8073,valid
8074,8074,train
8075,8075,train
8076,8076,train
8077,8077,train
8078,8078,valid
8079,8079,train
8080,8080,train
8081,8081,valid
8082,8082,train
8083,8083,train
8084,8084,train
8085,8085,test
8086,8086,valid
8087,8087,train
8088,8088,valid
8089,8089,train
8090,8090,train
8091,8091,train
8092,8092,train
8093,8093,valid
8094,8094,train
8095,8095,valid
8096,8096,train
8097,8097,train
8098,8098,train
8099,8099,train
8100,8100,train
8101,8101,train
8102,8102,train
8103,8103,test
8104,8104,train
8105,8105,test
8106,8106,train
8107,8107,train
8108,8108,train
8109,8109,train
8110,8110,train
8111,8111,test
8112,8112,test
8113,8113,train
8114,8114,train
8115,8115,train
8116,8116,train
8117,8117,train
8118,8118,train
8119,8119,train
8120,8120,train
8121,8121,train
8122,8122,train
8123,8123,train
8124,8124,test
8125,8125,train
8126,8126,train
8127,8127,train
8128,8128,train
8129,8129,valid
8130,8130,test
8131,8131,train
8132,8132,train
8133,8133,train
8134,8134,test
8135,8135,train
8136,8136,train
8137,8137,train
8138,8138,train
8139,8139,train
8140,8140,train
8141,8141,train
8142,8142,train
8143,8143,train
8144,8144,train
8145,8145,test
8146,8146,train
8147,8147,train
8148,8148,train
8149,8149,valid
8150,8150,train
8151,8151,train
8152,8152,train
8153,8153,train
8154,8154,test
8155,8155,test
8156,8156,train
8157,8157,test
8158,8158,test
8159,8159,train
8160,8160,valid
8161,8161,train
8162,8162,valid
8163,8163,train
8164,8164,valid
8165,8165,train
8166,8166,train
8167,8167,train
8168,8168,valid
8169,8169,test
8170,8170,train
8171,8171,test
8172,8172,train
8173,8173,valid
8174,8174,train
8175,8175,train
8176,8176,train
8177,8177,valid
8178,8178,train
8179,8179,train
8180,8180,train
8181,8181,test
8182,8182,valid
8183,8183,train
8184,8184,train
8185,8185,train
8186,8186,train
8187,8187,train
8188,8188,train
8189,8189,train
8190,8190,valid
8191,8191,train
8192,8192,train
8193,8193,train
8194,8194,train
8195,8195,train
8196,8196,valid
8197,8197,test
8198,8198,train
8199,8199,test
8200,8200,train
8201,8201,train
8202,8202,train
8203,8203,train
8204,8204,train
8205,8205,train
8206,8206,train
8207,8207,train
8208,8208,test
8209,8209,test
8210,8210,train
8211,8211,test
8212,8212,train
8213,8213,train
8214,8214,train
8215,8215,train
8216,8216,train
8217,8217,test
8218,8218,valid
8219,8219,train
8220,8220,train
8221,8221,test
8222,8222,train
8223,8223,train
8224,8224,train
8225,8225,train
8226,8226,valid
8227,8227,train
8228,8228,train
8229,8229,train
8230,8230,train
8231,8231,train
8232,8232,train
8233,8233,valid
8234,8234,train
8235,8235,train
8236,8236,train
8237,8237,train
8238,8238,train
8239,8239,train
8240,8240,train
8241,8241,test
8242,8242,train
8243,8243,train
8244,8244,train
8245,8245,train
8246,8246,train
8247,8247,test
8248,8248,train
8249,8249,valid
8250,8250,valid
8251,8251,train
8252,8252,train
8253,8253,train
8254,8254,test
8255,8255,valid
8256,8256,train
8257,8257,train
8258,8258,train
8259,8259,train
8260,8260,train
8261,8261,train
8262,8262,valid
8263,8263,train
8264,8264,train
8265,8265,train
8266,8266,train
8267,8267,train
8268,8268,train
8269,8269,train
8270,8270,train
8271,8271,test
8272,8272,train
8273,8273,test
8274,8274,valid
8275,8275,train
8276,8276,valid
8277,8277,train
8278,8278,train
8279,8279,train
8280,8280,train
8281,8281,train
8282,8282,train
8283,8283,train
8284,8284,valid
8285,8285,train
8286,8286,train
8287,8287,train
8288,8288,train
8289,8289,train
8290,8290,train
8291,8291,test
8292,8292,train
8293,8293,train
8294,8294,train
8295,8295,train
8296,8296,test
8297,8297,valid
8298,8298,train
8299,8299,train
8300,8300,train
8301,8301,train
8302,8302,train
8303,8303,train
8304,8304,train
8305,8305,train
8306,8306,train
8307,8307,train
8308,8308,train
8309,8309,train
8310,8310,train
8311,8311,valid
8312,8312,train
8313,8313,test
8314,8314,train
8315,8315,train
8316,8316,train
8317,8317,train
8318,8318,train
8319,8319,train
8320,8320,train
8321,8321,train
8322,8322,train
8323,8323,train
8324,8324,train
8325,8325,train
8326,8326,train
8327,8327,train
8328,8328,train
8329,8329,train
8330,8330,train
8331,8331,train
8332,8332,train
8333,8333,train
8334,8334,train
8335,8335,train
8336,8336,train
8337,8337,valid
8338,8338,train
8339,8339,train
8340,8340,test
8341,8341,train
8342,8342,train
8343,8343,train
8344,8344,train
8345,8345,train
8346,8346,train
8347,8347,train
8348,8348,train
8349,8349,train
8350,8350,train
8351,8351,train
8352,8352,train
8353,8353,train
8354,8354,train
8355,8355,train
8356,8356,train
8357,8357,test
8358,8358,train
8359,8359,train
8360,8360,train
8361,8361,train
8362,8362,train
8363,8363,train
8364,8364,train
8365,8365,train
8366,8366,valid
8367,8367,train
8368,8368,train
8369,8369,train
8370,8370,test
8371,8371,train
8372,8372,train
8373,8373,train
8374,8374,valid
8375,8375,train
8376,8376,train
8377,8377,train
8378,8378,train
8379,8379,train
8380,8380,test
8381,8381,train
8382,8382,train
8383,8383,train
8384,8384,train
8385,8385,train
8386,8386,train
8387,8387,train
8388,8388,train
8389,8389,train
8390,8390,train
8391,8391,train
8392,8392,train
8393,8393,train
8394,8394,train
8395,8395,train
8396,8396,train
8397,8397,train
8398,8398,train
8399,8399,train
8400,8400,train
8401,8401,train
8402,8402,train
8403,8403,train
8404,8404,train
8405,8405,train
8406,8406,train
8407,8407,train
8408,8408,train
8409,8409,test
8410,8410,train
8411,8411,train
8412,8412,test
8413,8413,train
8414,8414,train
8415,8415,train
8416,8416,train
8417,8417,train
8418,8418,train
8419,8419,valid
8420,8420,train
8421,8421,train
8422,8422,train
8423,8423,train
8424,8424,valid
8425,8425,test
8426,8426,train
8427,8427,train
8428,8428,valid
8429,8429,train
8430,8430,train
8431,8431,test
8432,8432,train
8433,8433,train
8434,8434,train
8435,8435,test
8436,8436,train
8437,8437,train
8438,8438,train
8439,8439,train
8440,8440,valid
8441,8441,train
8442,8442,train
8443,8443,train
8444,8444,train
8445,8445,train
8446,8446,train
8447,8447,test
8448,8448,train
8449,8449,valid
8450,8450,train
8451,8451,valid
8452,8452,train
8453,8453,train
8454,8454,train
8455,8455,train
8456,8456,valid
8457,8457,test
8458,8458,train
8459,8459,train
8460,8460,valid
8461,8461,train
8462,8462,train
8463,8463,train
8464,8464,train
8465,8465,train
8466,8466,test
8467,8467,train
8468,8468,train
8469,8469,valid
8470,8470,train
8471,8471,train
8472,8472,train
8473,8473,train
8474,8474,train
8475,8475,train
8476,8476,train
8477,8477,train
8478,8478,train
8479,8479,train
8480,8480,train
8481,8481,train
8482,8482,test
8483,8483,train
8484,8484,train
8485,8485,train
8486,8486,train
8487,8487,test
8488,8488,train
8489,8489,train
8490,8490,train
8491,8491,train
8492,8492,train
8493,8493,train
8494,8494,train
8495,8495,train
8496,8496,train
8497,8497,train
8498,8498,train
8499,8499,train
8500,8500,train
8501,8501,train
8502,8502,train
8503,8503,train
8504,8504,train
8505,8505,train
8506,8506,train
8507,8507,train
8508,8508,train
8509,8509,train
8510,8510,train
8511,8511,train
8512,8512,train
8513,8513,train
8514,8514,train
8515,8515,train
8516,8516,train
8517,8517,train
8518,8518,test
8519,8519,train
8520,8520,train
8521,8521,train
8522,8522,test
8523,8523,train
8524,8524,train
8525,8525,train
8526,8526,test
8527,8527,valid
8528,8528,train
8529,8529,train
8530,8530,train
8531,8531,train
8532,8532,train
8533,8533,train
8534,8534,test
8535,8535,train
8536,8536,train
8537,8537,train
8538,8538,valid
8539,8539,train
8540,8540,train
8541,8541,train
8542,8542,train
8543,8543,test
8544,8544,train
8545,8545,train
8546,8546,train
8547,8547,train
8548,8548,train
8549,8549,train
8550,8550,train
8551,8551,train
8552,8552,train
8553,8553,train
8554,8554,train
8555,8555,train
8556,8556,train
8557,8557,train
8558,8558,train
8559,8559,train
8560,8560,train
8561,8561,train
8562,8562,valid
8563,8563,train
8564,8564,train
8565,8565,test
8566,8566,valid
8567,8567,train
8568,8568,test
8569,8569,train
8570,8570,train
8571,8571,train
8572,8572,train
8573,8573,valid
8574,8574,valid
8575,8575,train
8576,8576,train
8577,8577,test
8578,8578,train
8579,8579,train
8580,8580,train
8581,8581,valid
8582,8582,train
8583,8583,train
8584,8584,train
8585,8585,train
8586,8586,train
8587,8587,train
8588,8588,train
8589,8589,train
8590,8590,train
8591,8591,train
8592,8592,test
8593,8593,train
8594,8594,train
8595,8595,train
8596,8596,train
8597,8597,train
8598,8598,train
8599,8599,train
8600,8600,train
8601,8601,train
8602,8602,valid
8603,8603,train
8604,8604,train
8605,8605,train
8606,8606,train
8607,8607,train
8608,8608,train
8609,8609,train
8610,8610,train
8611,8611,train
8612,8612,train
8613,8613,train
8614,8614,train
8615,8615,train
8616,8616,train
8617,8617,test
8618,8618,train
8619,8619,train
8620,8620,train
8621,8621,train
8622,8622,train
8623,8623,train
8624,8624,valid
8625,8625,valid
8626,8626,valid
8627,8627,train
8628,8628,train
8629,8629,train
8630,8630,train
8631,8631,train
8632,8632,train
8633,8633,train
8634,8634,train
8635,8635,train
8636,8636,train
8637,8637,train
8638,8638,train
8639,8639,train
8640,8640,train
8641,8641,train
8642,8642,train
8643,8643,train
8644,8644,train
8645,8645,train
8646,8646,train
8647,8647,valid
8648,8648,train
8649,8649,train
8650,8650,train
8651,8651,train
8652,8652,train
8653,8653,train
8654,8654,train
8655,8655,train
8656,8656,train
8657,8657,train
8658,8658,train
8659,8659,train
8660,8660,train
8661,8661,train
8662,8662,train
8663,8663,train
8664,8664,train
8665,8665,train
8666,8666,valid
8667,8667,train
8668,8668,train
8669,8669,train
8670,8670,train
8671,8671,train
8672,8672,train
8673,8673,test
8674,8674,train
8675,8675,train
8676,8676,train
8677,8677,train
8678,8678,train
8679,8679,train
8680,8680,train
8681,8681,train
8682,8682,train
8683,8683,train
8684,8684,train
8685,8685,train
8686,8686,train
8687,8687,train
8688,8688,train
8689,8689,train
8690,8690,train
8691,8691,train
8692,8692,train
8693,8693,train
8694,8694,valid
8695,8695,train
8696,8696,train
8697,8697,train
8698,8698,train
8699,8699,train
8700,8700,train
8701,8701,train
8702,8702,valid
8703,8703,train
8704,8704,train
8705,8705,train
8706,8706,train
8707,8707,test
8708,8708,train
8709,8709,train
8710,8710,train
8711,8711,train
8712,8712,valid
8713,8713,train
8714,8714,train
8715,8715,train
8716,8716,train
8717,8717,train
8718,8718,train
8719,8719,valid
8720,8720,test
8721,8721,train
8722,8722,train
8723,8723,train
8724,8724,valid
8725,8725,train
8726,8726,valid
8727,8727,valid
8728,8728,train
8729,8729,train
8730,8730,train
8731,8731,train
8732,8732,train
8733,8733,train
8734,8734,train
8735,8735,valid
8736,8736,train
8737,8737,train
8738,8738,train
8739,8739,train
8740,8740,train
8741,8741,train
8742,8742,train
8743,8743,train
8744,8744,train
8745,8745,train
8746,8746,train
8747,8747,train
8748,8748,train
8749,8749,train
8750,8750,valid
8751,8751,train
8752,8752,train
8753,8753,train
8754,8754,train
8755,8755,test
8756,8756,train
8757,8757,train
8758,8758,valid
8759,8759,train
8760,8760,train
8761,8761,train
8762,8762,train
8763,8763,train
8764,8764,train
8765,8765,train
8766,8766,train
8767,8767,train
8768,8768,train
8769,8769,train
8770,8770,train
8771,8771,train
8772,8772,train
8773,8773,train
8774,8774,train
8775,8775,train
8776,8776,train
8777,8777,train
8778,8778,train
8779,8779,train
8780,8780,train
8781,8781,train
8782,8782,train
8783,8783,train
8784,8784,train
8785,8785,train
8786,8786,train
8787,8787,train
8788,8788,train
8789,8789,train
8790,8790,train
8791,8791,train
8792,8792,train
8793,8793,test
8794,8794,test
8795,8795,train
8796,8796,train
8797,8797,train
8798,8798,train
8799,8799,train
8800,8800,train
8801,8801,valid
8802,8802,valid
8803,8803,valid
8804,8804,train
8805,8805,train
8806,8806,train
8807,8807,train
8808,8808,train
8809,8809,valid
8810,8810,train
8811,8811,train
8812,8812,train
8813,8813,train
8814,8814,train
8815,8815,test
8816,8816,train
8817,8817,train
8818,8818,train
8819,8819,train
8820,8820,train
8821,8821,train
8822,8822,train
8823,8823,train
8824,8824,train
8825,8825,test
8826,8826,train
8827,8827,valid
8828,8828,train
8829,8829,train
8830,8830,train
8831,8831,train
8832,8832,train
8833,8833,train
8834,8834,train
8835,8835,test
8836,8836,train
8837,8837,valid
8838,8838,valid
8839,8839,train
8840,8840,train
8841,8841,train
8842,8842,train
8843,8843,train
8844,8844,train
8845,8845,train
8846,8846,test
8847,8847,train
8848,8848,train
8849,8849,train
8850,8850,train
8851,8851,train
8852,8852,train
8853,8853,valid
8854,8854,train
8855,8855,test
8856,8856,train
8857,8857,train
8858,8858,test
8859,8859,train
8860,8860,train
8861,8861,train
8862,8862,valid
8863,8863,train
8864,8864,valid
8865,8865,train
8866,8866,test
8867,8867,train
8868,8868,train
8869,8869,train
8870,8870,train
8871,8871,train
8872,8872,train
8873,8873,valid
8874,8874,valid
8875,8875,train
8876,8876,train
8877,8877,train
8878,8878,test
8879,8879,train
8880,8880,train
8881,8881,valid
8882,8882,train
8883,8883,train
8884,8884,train
8885,8885,train
8886,8886,train
8887,8887,train
8888,8888,train
8889,8889,train
8890,8890,train
8891,8891,train
8892,8892,train
8893,8893,train
8894,8894,train
8895,8895,train
8896,8896,train
8897,8897,train
8898,8898,train
8899,8899,train
8900,8900,test
8901,8901,test
8902,8902,train
8903,8903,test
8904,8904,train
8905,8905,train
8906,8906,valid
8907,8907,train
8908,8908,train
8909,8909,train
8910,8910,train
8911,8911,train
8912,8912,train
8913,8913,train
8914,8914,train
8915,8915,valid
8916,8916,train
8917,8917,train
8918,8918,train
8919,8919,train
8920,8920,train
8921,8921,train
8922,8922,train
8923,8923,train
8924,8924,train
8925,8925,train
8926,8926,train
8927,8927,test
8928,8928,train
8929,8929,train
8930,8930,valid
8931,8931,test
8932,8932,train
8933,8933,train
8934,8934,train
8935,8935,train
8936,8936,train
8937,8937,train
8938,8938,train
8939,8939,train
8940,8940,train
8941,8941,train
8942,8942,train
8943,8943,train
8944,8944,train
8945,8945,train
8946,8946,test
8947,8947,train
8948,8948,train
8949,8949,test
8950,8950,train
8951,8951,train
8952,8952,train
8953,8953,train
8954,8954,train
8955,8955,test
8956,8956,train
8957,8957,train
8958,8958,train
8959,8959,train
8960,8960,train
8961,8961,train
8962,8962,train
8963,8963,test
8964,8964,train
8965,8965,train
8966,8966,train
8967,8967,train
8968,8968,train
8969,8969,train
8970,8970,test
8971,8971,valid
8972,8972,train
8973,8973,train
8974,8974,train
8975,8975,train
8976,8976,train
8977,8977,train
8978,8978,valid
8979,8979,train
8980,8980,valid
8981,8981,train
8982,8982,train
8983,8983,train
8984,8984,train
8985,8985,train
8986,8986,train
8987,8987,train
8988,8988,test
8989,8989,train
8990,8990,train
8991,8991,train
8992,8992,train
8993,8993,train
8994,8994,train
8995,8995,train
8996,8996,train
8997,8997,train
8998,8998,train
8999,8999,train
9000,9000,train
9001,9001,valid
9002,9002,train
9003,9003,train
9004,9004,train
9005,9005,train
9006,9006,train
9007,9007,train
9008,9008,train
9009,9009,train
9010,9010,train
9011,9011,train
9012,9012,train
9013,9013,train
9014,9014,train
9015,9015,train
9016,9016,train
9017,9017,train
9018,9018,train
9019,9019,train
9020,9020,train
9021,9021,train
9022,9022,train
9023,9023,train
9024,9024,valid
9025,9025,test
9026,9026,train
9027,9027,train
9028,9028,train
9029,9029,train
9030,9030,train
9031,9031,train
9032,9032,valid
9033,9033,train
9034,9034,train
9035,9035,train
9036,9036,test
9037,9037,train
9038,9038,test
9039,9039,test
9040,9040,train
9041,9041,train
9042,9042,train
9043,9043,train
9044,9044,train
9045,9045,train
9046,9046,train
9047,9047,test
9048,9048,train
9049,9049,test
9050,9050,train
9051,9051,valid
9052,9052,train
9053,9053,train
9054,9054,train
9055,9055,test
9056,9056,train
9057,9057,train
9058,9058,train
9059,9059,train
9060,9060,train
9061,9061,train
9062,9062,train
9063,9063,train
9064,9064,train
9065,9065,train
9066,9066,train
9067,9067,test
9068,9068,train
9069,9069,train
9070,9070,train
9071,9071,train
9072,9072,test
9073,9073,train
9074,9074,train
9075,9075,train
9076,9076,train
9077,9077,train
9078,9078,train
9079,9079,valid
9080,9080,train
9081,9081,train
9082,9082,valid
9083,9083,valid
9084,9084,train
9085,9085,train
9086,9086,train
9087,9087,test
9088,9088,train
9089,9089,valid
9090,9090,train
9091,9091,test
9092,9092,train
9093,9093,train
9094,9094,test
9095,9095,test
9096,9096,train
9097,9097,train
9098,9098,train
9099,9099,train
9100,9100,train
9101,9101,test
9102,9102,train
9103,9103,train
9104,9104,train
9105,9105,train
9106,9106,test
9107,9107,train
9108,9108,train
9109,9109,test
9110,9110,valid
9111,9111,train
9112,9112,train
9113,9113,train
9114,9114,train
9115,9115,train
9116,9116,train
9117,9117,train
9118,9118,train
9119,9119,train
9120,9120,train
9121,9121,train
9122,9122,test
9123,9123,train
9124,9124,train
9125,9125,train
9126,9126,train
9127,9127,train
9128,9128,train
9129,9129,train
9130,9130,valid
9131,9131,train
9132,9132,train
9133,9133,train
9134,9134,test
9135,9135,train
9136,9136,train
9137,9137,train
9138,9138,train
9139,9139,train
9140,9140,train
9141,9141,train
9142,9142,valid
9143,9143,train
9144,9144,train
9145,9145,train
9146,9146,valid
9147,9147,train
9148,9148,train
9149,9149,train
9150,9150,test
9151,9151,train
9152,9152,train
9153,9153,train
9154,9154,train
9155,9155,train
9156,9156,train
9157,9157,train
9158,9158,train
9159,9159,train
9160,9160,train
9161,9161,train
9162,9162,test
9163,9163,train
9164,9164,train
9165,9165,train
9166,9166,train
9167,9167,train
9168,9168,train
9169,9169,train
9170,9170,train
9171,9171,train
9172,9172,test
9173,9173,train
9174,9174,test
9175,9175,train
9176,9176,test
9177,9177,train
9178,9178,test
9179,9179,train
9180,9180,train
9181,9181,train
9182,9182,train
9183,9183,train
9184,9184,train
9185,9185,train
9186,9186,train
9187,9187,train
9188,9188,train
9189,9189,test
9190,9190,train
9191,9191,train
9192,9192,valid
9193,9193,test
9194,9194,train
9195,9195,train
9196,9196,train
9197,9197,train
9198,9198,valid
9199,9199,train
9200,9200,train
9201,9201,train
9202,9202,train
9203,9203,train
9204,9204,train
9205,9205,train
9206,9206,train
9207,9207,valid
9208,9208,train
9209,9209,train
9210,9210,test
9211,9211,valid
9212,9212,train
9213,9213,train
9214,9214,train
9215,9215,test
9216,9216,train
9217,9217,train
9218,9218,valid
9219,9219,train
9220,9220,valid
9221,9221,train
9222,9222,train
9223,9223,train
9224,9224,train
9225,9225,test
9226,9226,valid
9227,9227,valid
9228,9228,train
9229,9229,valid
9230,9230,train
9231,9231,test
9232,9232,train
9233,9233,train
9234,9234,train
9235,9235,train
9236,9236,train
9237,9237,train
9238,9238,test
9239,9239,train
9240,9240,train
9241,9241,valid
9242,9242,train
9243,9243,train
9244,9244,train
9245,9245,train
9246,9246,test
9247,9247,train
9248,9248,valid
9249,9249,valid
9250,9250,valid
9251,9251,train
9252,9252,train
9253,9253,train
9254,9254,train
9255,9255,test
9256,9256,train
9257,9257,train
9258,9258,test
9259,9259,train
9260,9260,test
9261,9261,train
9262,9262,train
9263,9263,train
9264,9264,train
9265,9265,train
9266,9266,train
9267,9267,train
9268,9268,train
9269,9269,train
9270,9270,train
9271,9271,train
9272,9272,train
9273,9273,train
9274,9274,train
9275,9275,train
9276,9276,train
9277,9277,train
9278,9278,train
9279,9279,train
9280,9280,train
9281,9281,train
9282,9282,test
9283,9283,test
9284,9284,train
9285,9285,train
9286,9286,train
9287,9287,train
9288,9288,train
9289,9289,train
9290,9290,train
9291,9291,train
9292,9292,train
9293,9293,train
9294,9294,train
9295,9295,train
9296,9296,train
9297,9297,train
9298,9298,train
9299,9299,train
9300,9300,train
9301,9301,test
9302,9302,train
9303,9303,train
9304,9304,train
9305,9305,train
9306,9306,train
9307,9307,valid
9308,9308,train
9309,9309,train
9310,9310,train
9311,9311,train
9312,9312,train
9313,9313,train
9314,9314,train
9315,9315,train
9316,9316,train
9317,9317,train
9318,9318,train
9319,9319,train
9320,9320,train
9321,9321,train
9322,9322,train
9323,9323,train
9324,9324,train
9325,9325,train
9326,9326,train
9327,9327,valid
9328,9328,train
9329,9329,train
9330,9330,test
9331,9331,train
9332,9332,train
9333,9333,valid
9334,9334,valid
9335,9335,train
9336,9336,train
9337,9337,train
9338,9338,train
9339,9339,train
9340,9340,train
9341,9341,train
9342,9342,train
9343,9343,test
9344,9344,train
9345,9345,train
9346,9346,valid
9347,9347,test
9348,9348,train
9349,9349,test
9350,9350,train
9351,9351,test
9352,9352,test
9353,9353,train
9354,9354,train
9355,9355,train
9356,9356,valid
9357,9357,train
9358,9358,valid
9359,9359,valid
9360,9360,train
9361,9361,train
9362,9362,train
9363,9363,train
9364,9364,train
9365,9365,train
9366,9366,test
9367,9367,train
9368,9368,train
9369,9369,train
9370,9370,train
9371,9371,train
9372,9372,train
9373,9373,train
9374,9374,train
9375,9375,valid
9376,9376,train
9377,9377,train
9378,9378,train
9379,9379,train
9380,9380,train
9381,9381,train
9382,9382,train
9383,9383,train
9384,9384,train
9385,9385,train
9386,9386,train
9387,9387,train
9388,9388,train
9389,9389,train
9390,9390,valid
9391,9391,train
9392,9392,train
9393,9393,train
9394,9394,train
9395,9395,train
9396,9396,train
9397,9397,train
9398,9398,train
9399,9399,test
9400,9400,valid
9401,9401,train
9402,9402,train
9403,9403,train
9404,9404,train
9405,9405,train
9406,9406,train
9407,9407,train
9408,9408,valid
9409,9409,train
9410,9410,train
9411,9411,train
9412,9412,train
9413,9413,train
9414,9414,train
9415,9415,train
9416,9416,train
9417,9417,train
9418,9418,test
9419,9419,train
9420,9420,train
9421,9421,train
9422,9422,train
9423,9423,train
9424,9424,train
9425,9425,train
9426,9426,train
9427,9427,valid
9428,9428,train
9429,9429,train
9430,9430,train
9431,9431,train
9432,9432,train
9433,9433,train
9434,9434,test
9435,9435,test
9436,9436,train
9437,9437,test
9438,9438,train
9439,9439,valid
9440,9440,train
9441,9441,valid
9442,9442,train
9443,9443,test
9444,9444,train
9445,9445,test
9446,9446,train
9447,9447,train
9448,9448,train
9449,9449,train
9450,9450,train
9451,9451,train
9452,9452,train
9453,9453,train
9454,9454,train
9455,9455,train
9456,9456,train
9457,9457,test
9458,9458,valid
9459,9459,train
9460,9460,valid
9461,9461,train
9462,9462,train
9463,9463,train
9464,9464,valid
9465,9465,train
9466,9466,valid
9467,9467,train
9468,9468,train
9469,9469,train
9470,9470,train
9471,9471,train
9472,9472,train
9473,9473,train
9474,9474,train
9475,9475,train
9476,9476,train
9477,9477,train
9478,9478,train
9479,9479,train
9480,9480,train
9481,9481,valid
9482,9482,test
9483,9483,valid
9484,9484,train
9485,9485,train
9486,9486,train
9487,9487,train
9488,9488,train
9489,9489,train
9490,9490,train
9491,9491,train
9492,9492,train
9493,9493,train
9494,9494,train
9495,9495,valid
9496,9496,train
9497,9497,train
9498,9498,train
9499,9499,train
9500,9500,train
9501,9501,train
9502,9502,train
9503,9503,train
9504,9504,train
9505,9505,train
9506,9506,train
9507,9507,train
9508,9508,test
9509,9509,test
9510,9510,test
9511,9511,train
9512,9512,valid
9513,9513,train
9514,9514,valid
9515,9515,valid
9516,9516,test
9517,9517,train
9518,9518,train
9519,9519,train
9520,9520,train
9521,9521,train
9522,9522,valid
9523,9523,valid
9524,9524,train
9525,9525,train
9526,9526,train
9527,9527,train
9528,9528,test
9529,9529,train
9530,9530,train
9531,9531,train
9532,9532,train
9533,9533,test
9534,9534,train
9535,9535,train
9536,9536,train
9537,9537,train
9538,9538,valid
9539,9539,train
9540,9540,valid
9541,9541,train
9542,9542,train
9543,9543,train
9544,9544,train
9545,9545,train
9546,9546,test
9547,9547,train
9548,9548,test
9549,9549,train
9550,9550,train
9551,9551,train
9552,9552,train
9553,9553,train
9554,9554,train
9555,9555,train
9556,9556,train
9557,9557,train
9558,9558,train
9559,9559,train
9560,9560,train
9561,9561,train
9562,9562,train
9563,9563,train
9564,9564,train
9565,9565,train
9566,9566,train
9567,9567,train
9568,9568,train
9569,9569,train
9570,9570,train
9571,9571,train
9572,9572,train
9573,9573,train
9574,9574,test
9575,9575,train
9576,9576,test
9577,9577,valid
9578,9578,train
9579,9579,valid
9580,9580,train
9581,9581,train
9582,9582,train
9583,9583,valid
9584,9584,test
9585,9585,valid
9586,9586,valid
9587,9587,train
9588,9588,train
9589,9589,train
9590,9590,train
9591,9591,train
9592,9592,train
9593,9593,train
9594,9594,train
9595,9595,train
9596,9596,train
9597,9597,train
9598,9598,test
9599,9599,train
9600,9600,train
9601,9601,train
9602,9602,train
9603,9603,train
9604,9604,train
9605,9605,train
9606,9606,train
9607,9607,test
9608,9608,train
